Username,Review,Rating
J-Lovely,"I have a fixation on headphones of all kinds and I’ve been on the hunt for some that are comfortable, stay in my ears while working out, and have great sound.  I caught these AirPod Pros on sale for Prime Day but was still hesitant about the price.  My bestie raves about these so I went ahead and bought them.  So far I love them!  They pair easily, charge fast, they stay put in my ears, the noise reduction is so good, and my music sounds GREAT!  I’m happy with these so far.",5.0 out of 5 stars
Ivan,"I had the Pros gen 1, and switching to USB-C now that the iPhone is USB-C  is very convenient. Noise Cancellation is not 2x more efficient, at least I didn't notice that, but it's great for sure. And now Conversation Awareness and Adaptive Noise Control are a nice nice plus.",5.0 out of 5 stars
jcwoos,"These are truly fantastic ear buds. All the features Apple puts into them and the way they interface with my iPhone make them worth costing more than other earphones. Just so many features, noise cancellation, transparency, and conversation awareness are all excellent. The first time I used spatialized stereo I thought earphones had stopped working and I was listening to something in the room, just phenomenal.I like that they are USB-C, it is the connector of the future and still I have USB-C cables as well as Lightning in my setup, I can charge the earphones at the same time as my iPhone and iPad.",5.0 out of 5 stars
warren j wever,I really love the noise cancellation feature. I work from home in the 'burbs and someone is always cutting their grass or something. I pop these in and the annoying sounds are gone. I even use them without listening to music. Just silence. They fit great and stay put.,5.0 out of 5 stars
Ben W.,"There are better reviews of these headphones, which talk about all the unique features and technology packed into these little things. I will speak to a frugal person’s perspective on these premium earbuds. I have muddled with Anker Soundcores for the last year and have been utterly disappointed. I used a lightning adapter with IEMs to get great sound. However, both experiences were never compelling. Whether it be disconnects from Bluetooth, poor noise canceling, or, more likely, inferior transparency mode, all my other earphone purchases had their flaws.These earbuds are worth the money. Honestly, if you have an iPhone and are looking for headphones, do not think you will find a comparable experience or sound with any other earbuds. You won’t. The integration of these things is astounding and makes pairing the headphones and the iPhone seem like magic is happening behind the scenes. These things are killer from the transparency mode, bass response when listening to music, and seamless handoff between devices. These aren’t just a little bit better than the competition, they are a lot better.So, from a frugal perspective, save your dollars, make coffee at home, eat in, give up alcohol for the month, and enjoy the superlative experience of the AirPod Pros. Your ears will thank you.You probably don't need the cute case that makes your AirPods look like an avocado. Less critical of an upgrade, for sure.",5.0 out of 5 stars
J. Thoresen,The Apple AirPods Pro (2nd Generation) Wireless Ear Buds with USB-C Charging is upgrade from any AirPods including the 2nd Generation with lighting. Comparing the two I sense the audio quality on the USB-C version is slightly better (richer sound). It will probably take another generation to receive features like multipoint and true lossless audio.,5.0 out of 5 stars
Justin,Got these on a sale. Significant improvements over 1st iteration. Not in sound quality perse but just the features available are great. They sound great but comparable to first ones.,5.0 out of 5 stars
José Caballero,"This version has MagSafe charging, so you can just put the case on your regular Apple Watch charger and it will charge. Good to go in no time! Pretty useful if you ask me.Sound quality is amazing btw.",5.0 out of 5 stars
Amazon Customer,The noise canceling on these ear pods are great. My husband said some of his co-workers who work in mechanical rooms use these to cancel all the noise and they say how great they work!,5.0 out of 5 stars
Daniel,I finally upgraded from my 1st gen AirPods Pro and it is a noticeable difference to say the least. The noise canceling is much improved to the point it's almost like I have over ear headphones on. I'm shocked at just how much noise is blocked. The sound seems to have improved as well. Bass is much fuller. I have high standards and I'm very impressed. Apple really knocked this one out of the park.,5.0 out of 5 stars
Steve M,"I bought these to use while flying and to retire my old Sennheiser NC headphones. I've had the old headphones for around 10 years now and replaced the batteries once. I have used them for flying and general household use where noise cancellation is a good thing to have, like lawn mowing and leaf blowing. In every case, the AirPods have provided superior noise cancellation performance. And I also like the sound quality, being something of an audiophile. I won't try to describe the sound, just to comment that it's pleasing. These are definitely worth considering, if you're in the market.",5.0 out of 5 stars
Sila,"Tienen una excelente cancelación de sonido, la música se escucha muy bien, Siri es muy rápido y eficaz. En comparación con mis antiguos AirPods de segunda generación, son excelentes. Valió la pena el upgrade.",5.0 out of 5 stars
Larry D Laye,What else is there to say running industrial generators I use them as ear plugs while still listening to my audio book at very reasonable levels noise canceling is awesome,5.0 out of 5 stars
Matt Aschkynazo,"I tried maybe 10 different makes of Amazon's wireless earbuds (some cheap, some expensive, including JBL and Beats) which all had issues.  Then these went on sale, and I could not be happier. Sound quality, build quality, comfort, sound and battery life are all better than advertised. I'm a jazz musician, and very picky soundwise. Once I found out how to program the EQ in these, they improved even more. Also, their noise cancelling is superb (they totally mute a noisy airplane teeming with wild kids). Phone calls are clear, too...great purchase.",5.0 out of 5 stars
Stephanie,"As much as I don’t like to admit it, Apple makes the best earbuds and I’ve tried them all! No one makes them like this! Fit, sound, durable, checks all boxes!",5.0 out of 5 stars
Kate,"I have tiny ears. They just stopped growing at some point and typical bud type headphones do not stay put. UNTIL NOW! The multiple size options are a godsend. That being said I know other earbuds have adjustable sizes, but only these actually sound great, stay put in my ears, and don’t hurt after wearing for a while. I tried the beats version and was very disappointed in the comfort and sound quality. These are infinitely better.Now I can fuel my book addiction and still get the chores done.",5.0 out of 5 stars
A Person,"I had beats studio buds for about two years before I decided to get these. Overall, one of the best purchases I've ever made! My beats were alright, the sound quality was pretty great, they lasted a long time, but obviously didn't have as many features as the airpods.  Now, for 200 bucks, they better be worth it. And so far, no issues! There were some reviews that said they came used, and I don't know how that would happen, but I just hope those people got their money back. But they are outstanding headphones. I recommend getting them!",5.0 out of 5 stars
Amazon Customer,"I’m really happy with this purchase. I got purchased “fake” AirPods that were being sold as genuine before and was really disappointed. I’ve thrown them away, but the quality is night and day.",5.0 out of 5 stars
Garhett Langer,Bought these because of how much time I spend on the road and on the phone.  So many cool features.  Mic quality is exceptional and noise cancelling is also very impressive.,5.0 out of 5 stars
Panda,"My TV ears broke, needed another battery. My son suggested getting this Apple product instead of replacing the ears. I am so satisfied with them, adjusting the hearing, and the comfort in my ears is amazing. I am definitely sold on these. Pairing it with my TV was done in seconds. And the plus is I can use it with my other Apple products. I was lucky enough to purchase them during Amazon prime sale time in October.",5.0 out of 5 stars
ATLGolfer (Jeremy),"I thought i had lost my 1st Gen airpod pros and couldn't find them with ""Find My"".  I ordered these when Amazon was running a deal and I'm glad I did.  I love the new conversational awareness and the noise cancelling is perfect.Of course, a week after these came in, I found my 1st Gen in my car.  Not sure why ""Find My"" wasn't tracking them as they still had plenty of battery and showed them at a location 20 miles away as last seen.",5.0 out of 5 stars
